1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
3	R	68
3	W	74
1	R	74
4	N	74
4	J	75
1	W	75
4	R	75
5	N	107
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
3	J	3073
3	R	3073
3	W	3073
0	R	3073
4	J	11349
4	R	11349
4	W	11349
0	R	11349
4	J	11587
4	R	11587
4	W	11587
0	R	11587
4	J	11599
4	R	11599
4	W	11599
0	R	11599
4	J	11735
4	R	11735
4	W	11735
0	R	11735
4	J	11768
4	R	11768
4	W	11768
0	R	11768
4	J	11998
4	R	11999
4	W	11999
0	R	11999
4	J	12046
4	R	12046
4	W	12047
0	R	12047
4	J	12298
4	R	12299
4	W	12299
0	R	12299
4	J	12318
4	R	12318
4	W	12318
0	R	12319
4	J	12465
4	R	12465
4	W	12465
0	R	12465
4	J	14500
4	R	14500
4	W	14500
0	R	14500
4	J	14592
4	R	14592
4	W	14592
0	R	14592
4	J	14722
4	R	14722
4	W	14722
0	R	14722
4	J	14892
4	R	14892
4	W	14892
0	R	14892
4	J	20109
4	R	20109
4	W	20109
0	R	20109
4	J	20299
4	R	20299
4	W	20299
0	R	20299
4	J	21795
4	R	21795
4	W	21795
0	R	21795
4	J	22079
4	R	22079
4	W	22079
0	R	22079
4	J	22180
4	R	22180
4	W	22180
0	R	22180
4	J	22353
4	R	22353
4	W	22353
0	R	22353
4	J	24902
4	R	24902
4	W	24902
0	R	24902
4	J	25040
4	R	25040
4	W	25040
0	R	25041
4	J	25187
4	R	25187
4	W	25187
0	R	25187
4	J	25298
4	R	25298
4	W	25298
0	R	25298
4	J	25425
4	R	25425
4	W	25425
0	R	25425
4	J	25516
4	R	25516
4	W	25516
0	R	25516
4	J	25661
4	R	25661
4	W	25661
0	R	25661
4	J	25782
4	R	25782
4	W	25782
0	R	25782
4	J	25892
4	R	25892
4	W	25892
0	R	25892
4	J	26060
4	R	26060
4	W	26060
0	R	26060
4	J	26184
4	R	26184
4	W	26184
0	R	26184
4	J	26348
4	R	26348
4	W	26348
0	R	26348
4	J	26465
4	R	26465
4	W	26465
0	R	26465
4	J	26598
4	R	26598
4	W	26598
0	R	26598
4	J	26715
4	R	26715
4	W	26715
0	R	26715
4	J	26831
4	R	26831
4	W	26831
0	R	26831
4	J	26976
4	R	26976
4	W	26976
0	R	26976
4	J	27101
4	R	27101
4	W	27101
0	R	27101
4	J	27241
4	R	27241
4	W	27241
0	R	27241
4	J	27418
4	R	27418
4	W	27418
0	R	27418
4	J	28322
4	R	28322
4	W	28322
0	R	28322
4	J	28469
4	R	28469
4	W	28469
0	R	28469
4	J	28553
4	R	28553
4	W	28554
0	R	28554
4	J	28769
4	R	28769
4	W	28769
0	R	28769
4	J	28831
4	R	28831
4	W	28831
0	R	28831
4	J	28989
4	R	28989
4	W	28989
0	R	28989
4	J	29369
4	R	29369
4	W	29369
0	R	29369
4	J	29489
4	R	29489
4	W	29489
0	R	29489
4	J	29868
4	R	29868
4	W	29868
0	R	29868
4	J	30026
4	R	30026
4	W	30026
0	R	30026
4	J	30135
4	R	30135
4	W	30135
0	R	30135
4	J	30265
4	R	30265
4	W	30265
0	R	30265
4	J	30365
4	R	30365
4	W	30365
0	R	30365
4	J	30585
4	R	30585
4	W	30585
0	R	30585
4	J	30692
4	R	30692
4	W	30692
0	R	30692
4	J	30871
4	R	30871
4	W	30871
0	R	30871
4	J	31465
4	R	31465
4	W	31465
0	R	31465
4	J	31659
4	R	31659
4	W	31659
0	R	31659
4	J	31671
4	R	31671
4	W	31671
0	R	31671
4	J	31826
4	R	31826
4	W	31826
0	R	31826
4	J	31865
4	R	31865
4	W	31865
0	R	31865
4	J	32018
