1	N	48
1	J	48
0	J	48
1	R	48
2	N	48
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	74
1	J	74
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	2374
4	R	2374
4	W	2374
0	R	2374
4	J	2596
4	R	2596
4	W	2596
0	R	2596
4	J	2608
4	R	2608
4	W	2608
0	R	2608
4	J	2774
4	R	2774
4	W	2774
0	R	2775
4	J	2817
4	R	2817
4	W	2817
0	R	2817
4	J	2958
4	R	2958
4	W	2958
0	R	2958
4	J	3018
4	R	3018
4	W	3018
0	R	3018
3	J	3067
3	R	3067
3	W	3067
0	R	3067
4	J	3181
4	R	3181
4	W	3181
0	R	3181
4	J	3265
4	R	3265
4	W	3265
0	R	3265
4	J	3443
4	R	3443
4	W	3443
0	R	3443
4	J	3585
4	R	3585
4	W	3585
0	R	3585
4	J	3699
4	R	3699
4	W	3699
0	R	3699
4	J	3780
4	R	3780
4	W	3780
0	R	3780
4	J	3899
4	R	3899
4	W	3899
0	R	3899
4	J	3999
4	R	3999
4	W	3999
0	R	3999
4	J	4136
4	R	4136
4	W	4136
0	R	4137
4	J	4237
4	R	4237
4	W	4237
0	R	4237
4	J	4398
4	R	4398
4	W	4398
0	R	4398
4	J	4499
4	R	4499
4	W	4500
0	R	4500
4	J	4716
4	R	4716
4	W	4716
0	R	4716
4	J	5432
4	R	5432
4	W	5432
0	R	5432
4	J	5558
4	R	5558
4	W	5558
0	R	5558
4	J	5742
4	R	5743
4	W	5743
0	R	5743
4	J	5907
4	R	5907
4	W	5907
0	R	5907
4	J	6021
4	R	6021
4	W	6021
0	R	6021
4	J	6229
4	R	6229
4	W	6229
0	R	6229
4	J	7041
4	R	7041
4	W	7041
0	R	7041
4	J	7257
4	R	7257
4	W	7257
0	R	7257
4	J	7339
4	R	7339
4	W	7339
0	R	7339
4	J	7465
4	R	7465
4	W	7465
0	R	7465
4	J	7467
4	R	7467
4	W	7467
0	R	7467
4	J	7565
4	R	7565
4	W	7565
0	R	7565
4	J	7639
4	R	7639
4	W	7639
0	R	7639
4	J	7784
4	R	7784
4	W	7785
0	R	7785
4	J	8045
4	R	8045
4	W	8045
0	R	8045
4	J	8057
4	R	8057
4	W	8057
0	R	8057
4	J	8199
4	R	8199
4	W	8199
0	R	8199
4	J	8305
4	R	8305
4	W	8305
0	R	8305
4	J	8525
4	R	8525
4	W	8525
0	R	8525
4	J	9784
4	R	9784
4	W	9784
0	R	9784
4	J	9918
4	R	9918
4	W	9918
0	R	9918
4	J	10045
4	R	10045
4	W	10046
0	R	10046
4	J	10158
4	R	10158
4	W	10158
0	R	10158
4	J	10235
4	R	10235
4	W	10236
0	R	10236
4	J	10332
4	R	10332
4	W	10332
0	R	10332
4	J	10997
4	R	10997
4	W	10997
0	R	10997
4	J	11161
4	R	11161
4	W	11162
0	R	11162
4	J	11186
4	R	11186
4	W	11186
0	R	11186
4	J	11298
4	R	11298
4	W	11298
0	R	11298
4	J	11389
4	R	11389
4	W	11389
0	R	11389
4	J	11465
4	R	11465
4	W	11465
0	R	11465
4	J	11539
4	R	11539
4	W	11539
0	R	11539
4	J	11702
4	R	11702
4	W	11702
0	R	11702
4	J	11847
4	R	11847
4	W	11847
0	R	11847
4	J	12021
4	R	12021
4	W	12021
0	R	12021
4	J	12647
4	R	12647
4	W	12647
0	R	12647
4	J	12877
4	R	12877
4	W	12877
0	R	12877
4	J	15375
4	R	15375
4	W	15375
0	R	15375
4	J	15506
4	R	15506
4	W	15506
0	R	15506
4	J	15734
4	R	15734
4	W	15735
0	R	15735
4	J	16002
4	R	16002
4	W	16002
